epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,561.965,1.18561,0.88159,1.20584,0.73122,0.5933,0.67434,0.31683,1.67499,1.38005,1.63465,0.00074675,0.00074675,0.00074675
124,566.51,1.10722,0.83477,1.18067,0.62209,0.69953,0.67265,0.34895,1.63048,1.33827,1.56196,0.000742625,0.000742625,0.000742625
125,571.112,1.1454,0.83864,1.14974,0.71312,0.65342,0.67648,0.32365,1.66249,1.38947,1.58974,0.0007385,0.0007385,0.0007385
126,575.606,1.124,0.83978,1.17576,0.75547,0.61135,0.69445,0.32815,1.65251,1.45202,1.60248,0.000734375,0.000734375,0.000734375
127,580.072,1.09385,0.82055,1.13937,0.67242,0.64123,0.68087,0.34668,1.64414,1.32886,1.57153,0.00073025,0.00073025,0.00073025
128,584.649,1.07688,0.81738,1.15971,0.74927,0.60291,0.68836,0.35105,1.55759,1.4065,1.49383,0.000726125,0.000726125,0.000726125
129,589.154,1.0961,0.81936,1.14194,0.63604,0.64527,0.65601,0.33022,1.61523,1.40559,1.59108,0.000722,0.000722,0.000722
130,593.707,1.08957,0.80659,1.16227,0.70103,0.6335,0.68447,0.36269,1.62401,1.37348,1.59015,0.000717875,0.000717875,0.000717875
131,598.186,1.07622,0.78435,1.15103,0.7646,0.63535,0.67607,0.33263,1.66047,1.44195,1.60902,0.00071375,0.00071375,0.00071375
132,602.87,1.0835,0.80776,1.14564,0.70539,0.58113,0.6449,0.31624,1.62886,1.47107,1.60391,0.000709625,0.000709625,0.000709625
133,607.445,1.06734,0.784,1.14351,0.70991,0.56486,0.64127,0.32167,1.69783,1.49291,1.68571,0.0007055,0.0007055,0.0007055
134,611.916,1.10459,0.80589,1.14586,0.67214,0.57881,0.63366,0.31027,1.72166,1.65076,1.69738,0.000701375,0.000701375,0.000701375
135,616.437,1.08674,0.81169,1.14333,0.70303,0.61387,0.66811,0.34477,1.62508,1.41284,1.59203,0.00069725,0.00069725,0.00069725
136,620.966,1.04184,0.77578,1.13741,0.66256,0.61068,0.65648,0.34172,1.64287,1.45486,1.59487,0.000693125,0.000693125,0.000693125
137,625.444,1.03334,0.76565,1.14035,0.67632,0.54337,0.58815,0.3042,1.64386,1.62702,1.60922,0.000689,0.000689,0.000689
138,629.968,1.03258,0.78175,1.13996,0.75223,0.59433,0.65081,0.34331,1.61906,1.33918,1.61033,0.000684875,0.000684875,0.000684875
139,634.495,1.05526,0.77314,1.10967,0.71361,0.62624,0.68371,0.35432,1.64721,1.29792,1.62203,0.00068075,0.00068075,0.00068075
140,639.042,1.09444,0.78355,1.11317,0.72633,0.62614,0.65341,0.32875,1.68551,1.43407,1.66658,0.000676625,0.000676625,0.000676625
141,643.681,1.07081,0.76602,1.12249,0.69101,0.59494,0.66417,0.35088,1.61444,1.4065,1.56381,0.0006725,0.0006725,0.0006725
142,648.22,1.09112,0.79689,1.15455,0.823,0.55763,0.66361,0.35068,1.60135,1.44642,1.54142,0.000668375,0.000668375,0.000668375
143,652.661,1.04914,0.75682,1.13459,0.69816,0.65434,0.68635,0.35284,1.61856,1.33379,1.56964,0.00066425,0.00066425,0.00066425
144,657.189,1.04639,0.7633,1.11543,0.68249,0.62168,0.64547,0.33668,1.62799,1.43419,1.61379,0.000660125,0.000660125,0.000660125
145,661.756,1.05104,0.77032,1.11554,0.71507,0.60379,0.67796,0.34067,1.70305,1.41132,1.66632,0.000656,0.000656,0.000656
146,666.283,1.04517,0.7562,1.13545,0.75951,0.62184,0.67843,0.33777,1.67066,1.33367,1.6163,0.000651875,0.000651875,0.000651875
147,670.895,1.01605,0.74017,1.12047,0.81138,0.57941,0.69518,0.34767,1.63874,1.33344,1.60202,0.00064775,0.00064775,0.00064775
148,675.448,1.0423,0.76221,1.1434,0.66943,0.63555,0.68264,0.34295,1.63867,1.26828,1.63371,0.000643625,0.000643625,0.000643625
149,679.936,1.05826,0.76723,1.1615,0.78513,0.60262,0.66949,0.34879,1.58006,1.30847,1.57695,0.0006395,0.0006395,0.0006395
150,684.511,1.03844,0.75435,1.11614,0.71261,0.60685,0.66023,0.34852,1.62283,1.36481,1.61075,0.000635375,0.000635375,0.000635375
151,689.009,0.99846,0.70944,1.08369,0.68187,0.64612,0.65832,0.34206,1.64974,1.38889,1.61266,0.00063125,0.00063125,0.00063125
152,693.599,1.03049,0.71913,1.10921,0.80576,0.55488,0.67044,0.3393,1.65034,1.39046,1.60616,0.000627125,0.000627125,0.000627125
153,697.979,1.06853,0.75702,1.1226,0.69949,0.58651,0.65525,0.33484,1.67422,1.50379,1.62124,0.000623,0.000623,0.000623
154,702.481,1.01082,0.72147,1.10029,0.74272,0.62918,0.67806,0.34526,1.68826,1.41349,1.63808,0.000618875,0.000618875,0.000618875
155,706.958,1.00257,0.72796,1.09887,0.67953,0.61447,0.65864,0.32418,1.69382,1.41311,1.65043,0.00061475,0.00061475,0.00061475
156,711.418,1.02469,0.71466,1.09729,0.70171,0.55317,0.63419,0.33004,1.67482,1.43796,1.65316,0.000610625,0.000610625,0.000610625
157,715.986,1.01136,0.72664,1.1067,0.71542,0.55918,0.63554,0.32818,1.6535,1.39775,1.6024,0.0006065,0.0006065,0.0006065
