epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1202.36,0.85554,0.57562,1.03438,0.68093,0.64923,0.69191,0.35993,1.67045,1.36413,1.69711,0.00051575,0.00051575,0.00051575
180,1209.24,0.8336,0.56992,1.03104,0.68927,0.63038,0.64996,0.35435,1.63954,1.39019,1.69017,0.000511625,0.000511625,0.000511625
181,1216.19,0.81673,0.5754,1.00532,0.77741,0.56266,0.6382,0.33684,1.68271,1.42521,1.73512,0.0005075,0.0005075,0.0005075
182,1222.99,0.85059,0.59089,1.02278,0.69762,0.59554,0.6555,0.3489,1.74375,1.48373,1.76393,0.000503375,0.000503375,0.000503375
183,1229.61,0.80318,0.5635,1.01074,0.71893,0.57921,0.65482,0.34666,1.69596,1.41602,1.75764,0.00049925,0.00049925,0.00049925
184,1236.43,0.84389,0.56413,1.0055,0.73101,0.58905,0.65629,0.34933,1.66383,1.44563,1.72641,0.000495125,0.000495125,0.000495125
185,1243.08,0.82009,0.58246,1.03869,0.69618,0.62753,0.66481,0.3452,1.6791,1.41251,1.74396,0.000491,0.000491,0.000491
186,1249.77,0.813,0.5556,1.01241,0.67569,0.61983,0.63675,0.34989,1.61946,1.50987,1.66655,0.000486875,0.000486875,0.000486875
187,1256.39,0.76458,0.55172,0.99944,0.70379,0.6069,0.65156,0.3576,1.65933,1.35703,1.70094,0.00048275,0.00048275,0.00048275
188,1263.48,0.80001,0.55596,1.01453,0.73761,0.58056,0.66279,0.35512,1.64201,1.40154,1.70627,0.000478625,0.000478625,0.000478625
189,1270.39,0.79002,0.55306,1.01409,0.68804,0.57216,0.62235,0.32682,1.66016,1.46612,1.71664,0.0004745,0.0004745,0.0004745
190,1277.08,0.80064,0.5405,1.01228,0.70549,0.60284,0.64797,0.34522,1.68328,1.44972,1.75748,0.000470375,0.000470375,0.000470375
191,1283.65,0.78762,0.53309,1.03048,0.67734,0.65451,0.684,0.37026,1.63423,1.348,1.70212,0.00046625,0.00046625,0.00046625
192,1290.55,0.7831,0.51721,0.98916,0.77143,0.58763,0.68626,0.36364,1.63434,1.32952,1.7127,0.000462125,0.000462125,0.000462125
193,1297.37,0.80574,0.53377,1.00499,0.70905,0.60727,0.66471,0.34324,1.71212,1.43287,1.76768,0.000458,0.000458,0.000458
194,1304.26,0.79531,0.55127,1.00864,0.75061,0.58632,0.67131,0.34814,1.66863,1.4284,1.69809,0.000453875,0.000453875,0.000453875
195,1310.93,0.77857,0.53047,0.99503,0.68006,0.65702,0.67905,0.35503,1.66217,1.34951,1.68555,0.00044975,0.00044975,0.00044975
196,1317.6,0.76321,0.53473,1.01383,0.65545,0.6482,0.64499,0.34269,1.67512,1.42854,1.70153,0.000445625,0.000445625,0.000445625
197,1324.37,0.78883,0.53777,1.01196,0.74835,0.58743,0.65632,0.33777,1.69132,1.52859,1.6847,0.0004415,0.0004415,0.0004415
198,1331.04,0.76739,0.53472,1.00027,0.75152,0.60841,0.67079,0.34706,1.67876,1.50115,1.72069,0.000437375,0.000437375,0.000437375
199,1337.68,0.78137,0.54519,0.98686,0.65098,0.65529,0.64839,0.34613,1.65383,1.44674,1.75378,0.00043325,0.00043325,0.00043325
200,1344.47,0.74181,0.53062,0.99957,0.7638,0.57642,0.68208,0.36286,1.66974,1.41405,1.75873,0.000429125,0.000429125,0.000429125
201,1351.36,0.74767,0.51656,0.98285,0.75814,0.57153,0.6636,0.36175,1.66445,1.4666,1.73234,0.000425,0.000425,0.000425
202,1358.12,0.77171,0.50031,0.99119,0.71677,0.58262,0.66451,0.35987,1.64595,1.43528,1.70878,0.000420875,0.000420875,0.000420875
203,1364.72,0.77579,0.51165,1.00305,0.68994,0.61187,0.64312,0.34421,1.65618,1.42296,1.75146,0.00041675,0.00041675,0.00041675
204,1371.53,0.74582,0.50299,0.97949,0.68378,0.59818,0.64717,0.34721,1.65461,1.37414,1.75244,0.000412625,0.000412625,0.000412625
205,1378.31,0.79654,0.53855,1.01007,0.74596,0.55628,0.65452,0.34952,1.65465,1.47774,1.75438,0.0004085,0.0004085,0.0004085
206,1385.06,0.76831,0.52793,0.98984,0.76528,0.60732,0.66619,0.34606,1.65962,1.39781,1.7371,0.000404375,0.000404375,0.000404375
207,1391.84,0.75455,0.5134,0.982,0.76241,0.6312,0.6884,0.36593,1.66561,1.46566,1.72695,0.00040025,0.00040025,0.00040025
208,1398.64,0.73883,0.50355,0.97223,0.71066,0.62681,0.69276,0.36883,1.66995,1.42627,1.74638,0.000396125,0.000396125,0.000396125
209,1405.33,0.75281,0.51998,0.98225,0.75598,0.56928,0.67359,0.35386,1.68669,1.41628,1.75915,0.000392,0.000392,0.000392
210,1412.1,0.75718,0.52643,1.00181,0.6956,0.63061,0.67172,0.36108,1.65309,1.37842,1.74518,0.000387875,0.000387875,0.000387875
211,1418.9,0.71041,0.49298,0.98177,0.78152,0.59384,0.67736,0.36154,1.62989,1.40197,1.71476,0.00038375,0.00038375,0.00038375
212,1425.61,0.73181,0.51573,0.98642,0.76955,0.62228,0.6674,0.35093,1.6995,1.41506,1.77455,0.000379625,0.000379625,0.000379625
213,1432.28,0.72736,0.5181,0.98446,0.7719,0.60779,0.67024,0.35256,1.64867,1.44923,1.73616,0.0003755,0.0003755,0.0003755
214,1439.15,0.73358,0.51814,0.98407,0.70786,0.61226,0.6545,0.35575,1.67171,1.60578,1.70471,0.000371375,0.000371375,0.000371375
215,1445.99,0.74796,0.49971,0.9826,0.69913,0.64292,0.66746,0.34435,1.67552,1.51137,1.73249,0.00036725,0.00036725,0.00036725
216,1452.84,0.75306,0.51623,0.97371,0.6356,0.65653,0.66634,0.35288,1.66144,1.45015,1.73974,0.000363125,0.000363125,0.000363125
217,1459.73,0.72945,0.50057,0.96639,0.66628,0.63253,0.65434,0.35738,1.65428,1.52781,1.72608,0.000359,0.000359,0.000359
218,1466.39,0.71039,0.49253,0.96498,0.71888,0.59915,0.66299,0.35747,1.66104,1.45716,1.75201,0.000354875,0.000354875,0.000354875
219,1473.15,0.74444,0.51788,0.97278,0.71879,0.58285,0.66392,0.36463,1.67212,1.4591,1.77251,0.00035075,0.00035075,0.00035075
220,1480.01,0.72503,0.50933,0.97497,0.67712,0.63268,0.66215,0.36379,1.7048,1.43217,1.77883,0.000346625,0.000346625,0.000346625
221,1486.82,0.70988,0.48994,0.96025,0.72423,0.61149,0.6489,0.3551,1.67713,1.48859,1.74062,0.0003425,0.0003425,0.0003425
222,1493.56,0.74046,0.49243,0.97164,0.65879,0.63523,0.65298,0.34777,1.65839,1.48372,1.73703,0.000338375,0.000338375,0.000338375
223,1500.3,0.69643,0.46936,0.96834,0.74675,0.60082,0.67072,0.35016,1.63019,1.40304,1.72068,0.00033425,0.00033425,0.00033425
224,1507.06,0.71758,0.47877,0.95227,0.70862,0.62552,0.6498,0.34516,1.65495,1.38072,1.74658,0.000330125,0.000330125,0.000330125
225,1513.91,0.71282,0.48071,0.97479,0.71265,0.61857,0.65041,0.35245,1.68593,1.40972,1.79638,0.000326,0.000326,0.000326
226,1520.76,0.6907,0.45433,0.9548,0.76501,0.55968,0.64715,0.34945,1.67552,1.51943,1.77071,0.000321875,0.000321875,0.000321875
227,1527.55,0.6845,0.46678,0.9471,0.77196,0.54722,0.64903,0.3563,1.66751,1.52378,1.74925,0.00031775,0.00031775,0.00031775
228,1534.29,0.68707,0.47375,0.96731,0.71778,0.60839,0.66872,0.35712,1.64985,1.46486,1.70741,0.000313625,0.000313625,0.000313625
229,1541.1,0.68957,0.45098,0.95671,0.77317,0.60439,0.67785,0.36665,1.62804,1.42656,1.68585,0.0003095,0.0003095,0.0003095
230,1547.93,0.67786,0.45256,0.95425,0.72229,0.63366,0.66427,0.35715,1.61907,1.46996,1.69213,0.000305375,0.000305375,0.000305375
231,1554.61,0.69392,0.46005,0.96468,0.75319,0.61112,0.67201,0.36029,1.60836,1.51509,1.69822,0.00030125,0.00030125,0.00030125
232,1561.52,0.66769,0.46881,0.95389,0.74371,0.58693,0.6529,0.35657,1.63455,1.5433,1.72283,0.000297125,0.000297125,0.000297125
233,1568.24,0.69674,0.47348,0.97211,0.74172,0.60886,0.6736,0.36444,1.63497,1.53714,1.71091,0.000293,0.000293,0.000293
234,1574.95,0.66396,0.45936,0.93948,0.65745,0.63811,0.67104,0.36547,1.65098,1.51708,1.72486,0.000288875,0.000288875,0.000288875
235,1581.74,0.66317,0.44948,0.96646,0.76615,0.5697,0.67646,0.36486,1.66328,1.49788,1.72474,0.00028475,0.00028475,0.00028475
236,1588.4,0.67498,0.4685,0.9689,0.76933,0.60019,0.67364,0.359,1.6776,1.41469,1.7303,0.000280625,0.000280625,0.000280625
237,1595.14,0.68185,0.46946,0.94788,0.72343,0.61626,0.65843,0.3466,1.66168,1.46183,1.72435,0.0002765,0.0002765,0.0002765
238,1602.02,0.67795,0.46065,0.95074,0.76379,0.60408,0.65777,0.36051,1.67287,1.48269,1.7354,0.000272375,0.000272375,0.000272375
239,1608.74,0.65846,0.43618,0.96962,0.74455,0.59779,0.66008,0.36066,1.6754,1.478,1.75696,0.00026825,0.00026825,0.00026825
240,1615.48,0.66376,0.44518,0.93738,0.81321,0.58255,0.6701,0.35294,1.62508,1.5171,1.69858,0.000264125,0.000264125,0.000264125
241,1622.42,0.67955,0.45289,0.95354,0.68397,0.61119,0.64791,0.36338,1.64105,1.49649,1.71681,0.00026,0.00026,0.00026
